,name,company,year,Price,kms_driven,fuel_type
2340,Focus Ford,Ford,2011,298000000,91000,Xăng
2341,Lux SA2.0 Vinfast,Vinfast,2021,760000000,33000,Xăng
2342,GLC Class Mercedes Benz,Mercedes Benz,2022,2389000000,900,Xăng
2343,Morning Kia,Kia,2016,225000000,64000,Xăng
2344,Corolla Altis Toyota,Toyota,2009,320000000,140000,Xăng
2345,Corolla Cross Toyota,Toyota,2020,730000000,9600,Xăng
2346,Civic Honda,Honda,2022,688000000,15000,Xăng
2347,CX 3 Mazda,Mazda,2017,449000000,55000,Xăng
2348,Sorento Kia,Kia,2022,1160000000,25000,Dầu
2349,Seltos Kia,Kia,2021,670000000,14000,Xăng
2350,Yaris Toyota,Toyota,2017,465000000,60000,Xăng
2351,GLC Class Mercedes Benz,Mercedes Benz,2022,1609000000,12000,Xăng
2352,Xpander Mitsubishi,Mitsubishi,2020,480000000,200000,Xăng
2353,Elantra Hyundai,Hyundai,2022,625000000,15000,Xăng
2354,Grand i10 Hyundai,Hyundai,2020,339000000,30,Xăng
2355,Corolla Altis Toyota,Toyota,2020,675000000,40000,Xăng
2356,Vios Toyota,Toyota,2009,215000000,180000,Xăng
2357,EcoSport Ford,Ford,2018,455000000,52000,Xăng
2358,EcoSport Ford,Ford,2014,349000000,99000,Xăng
2359,6 Mazda,Mazda,2019,668000000,44000,Xăng
2360,CR V Honda,Honda,2020,935000000,15000,Xăng
2361,Hilux Toyota,Toyota,2019,550000000,119000,Dầu
2362,Brio Honda,Honda,2021,425000000,17000,Xăng
2363,Innova Toyota,Toyota,2006,215000000,100000,Xăng
2364,Mu X Isuzu,Isuzu,2016,490000000,86000,Dầu
2365,Lux A2.0 Vinfast,Vinfast,2021,625000000,30000,Xăng
2366,Creta Hyundai,Hyundai,2015,480000000,45000,Xăng
2367,Fortuner Toyota,Toyota,2019,815000000,78000,Dầu
2368,XL 7 Suzuki,Suzuki,2020,498000000,56000,Xăng
2369,Ranger Ford,Ford,2017,620000000,77000,Dầu
2370,Civic Honda,Honda,2009,295000000,110000,Xăng
2371,Corolla Altis Toyota,Toyota,2003,175000000,850000,Xăng
2372,Ranger Ford,Ford,2005,115000000,150000,Dầu
2373,Morning Kia,Kia,2010,170000000,90000,Xăng
2374,Creta Hyundai,Hyundai,2015,495000000,70000,Xăng
2375,Getz Hyundai,Hyundai,2010,155000000,10000,Xăng
2376,Tourneo Ford,Ford,2019,685000000,70000,Xăng
2377,Innova Toyota,Toyota,2022,825000000,22000,Xăng
2378,Sedona Kia,Kia,2016,595000000,50000,Xăng
2379,Corolla Cross Toyota,Toyota,2020,779000000,25000,Xăng
2380,Cerato Kia,Kia,2018,379000000,100000,Xăng
2381,Spark Chevrolet,Chevrolet,2013,97200000,97000,Xăng
2382,Previa Toyota,Toyota,2009,630000000,100000,Xăng
2383,RX Lexus,Lexus,2014,1590000000,50000,Xăng
2384,K3 Kia,Kia,2016,438000000,114000,Xăng
2385,Corolla Cross Toyota,Toyota,2022,710000000,6000,Xăng
2386,GLA Class Mercedes Benz,Mercedes Benz,2014,620000000,90000,Xăng
2387,XL 7 Suzuki,Suzuki,2021,523000000,28000,Xăng
2388,C Class Mercedes Benz,Mercedes Benz,2018,1168000000,40000,Xăng
2389,Accent Hyundai,Hyundai,2012,295000000,100,Xăng
2390,Range Rover Evoque LandRover,LandRover,2016,1050000000,70000,Xăng
2391,Fortuner Toyota,Toyota,2018,859000000,60000,Dầu
2392,Accent Hyundai,Hyundai,2021,480000000,12000,Xăng
2393,Jolie Mitsubishi,Mitsubishi,2007,135000000,135000,Xăng
2394,Cerato Kia,Kia,2019,580000000,50000,Xăng
2395,Elantra Hyundai,Hyundai,2020,425000000,50000,Xăng
2396,BT 50 Mazda,Mazda,2019,535000000,68000,Xăng
2397,S Class Mercedes Benz,Mercedes Benz,2022,4599000000,9000,Xăng
2398,Ranger Ford,Ford,2017,618000000,72000,Dầu
2399,Fiesta Ford,Ford,2017,389000000,27000,Xăng
2400,Transit Ford,Ford,2017,485000000,230000,Dầu
2401,Yaris Toyota,Toyota,2010,287000000,6789,Xăng
2402,Grand Starex Hyundai,Hyundai,2008,335000000,160000,Xăng
2403,E Class Mercedes Benz,Mercedes Benz,2021,2288000000,24000,Xăng
2404,E Class Mercedes Benz,Mercedes Benz,2021,2288000000,16000,Xăng
2405,Zinger Mitsubishi,Mitsubishi,2009,250000000,100000,Xăng
2406,Morning Kia,Kia,2015,238000000,45000,Xăng
2407,Cerato Kia,Kia,2019,440000000,40000,Xăng
2408,6 Mazda,Mazda,2017,579000000,25000,Xăng
2409,Zace Toyota,Toyota,2003,158000000,9999,Xăng
2410,Tucson Hyundai,Hyundai,2017,700000000,66000,Dầu
2411,Hi lander Isuzu,Isuzu,2007,132000000,10110,Dầu
2412,Civic Honda,Honda,2020,685000000,19000,Xăng
2413,EcoSport Ford,Ford,2018,470000000,56000,Xăng
2414,Accent Hyundai,Hyundai,2012,320000000,70000,Xăng
2415,Ranger Ford,Ford,2018,670000000,60000,Dầu
2416,Xpander Mitsubishi,Mitsubishi,2021,580000000,18500,Xăng
2417,Morning Kia,Kia,2014,150000000,150000,Xăng
2418,Navara Nissan,Nissan,2019,469000000,79,Dầu
2419,Rio Kia,Kia,2015,420000000,40000,Xăng
2420,Teana Nissan,Nissan,2010,298000000,122000,Xăng
2421,Mondeo Ford,Ford,2012,282000000,9000,Xăng
2422,Vios Toyota,Toyota,2011,307000000,120000,Xăng
2423,Rush Toyota,Toyota,2021,570000000,51000,Xăng
2424,Camry Toyota,Toyota,2003,205000000,150100,Xăng
2425,Cerato Kia,Kia,2018,475000000,68000,Xăng
2426,Rush Toyota,Toyota,2019,565000000,35000,Xăng
2427,Sorento Kia,Kia,2013,450000000,100000,Xăng
2428,EcoSport Ford,Ford,2021,565000000,22000,Xăng
2429,Spark Chevrolet,Chevrolet,2015,149000000,12011,Xăng
2430,Camry Toyota,Toyota,2007,415000000,60000,Xăng
2431,Pajero Sport Mitsubishi,Mitsubishi,2016,458000000,80000,Dầu
2432,Elantra Hyundai,Hyundai,2021,575000000,13000,Xăng
2433,Spark Chevrolet,Chevrolet,2010,107000000,15011,Xăng
2434,Ranger Ford,Ford,2015,420000000,85000,Dầu
2435,Sorento Kia,Kia,2016,580000000,57000,Xăng
2436,Sorento Kia,Kia,2022,1090000000,30000,Dầu
2437,Lux A2.0 Vinfast,Vinfast,2019,620000000,67000,Xăng
2438,K3 Kia,Kia,2022,585000000,30000,Xăng
2439,GLC Class Mercedes Benz,Mercedes Benz,2021,2189000000,1700,Xăng
2440,Vios Toyota,Toyota,2012,198000000,131101,Xăng
2441,Kona Hyundai,Hyundai,2020,565000000,3,Xăng
2442,E Class Mercedes Benz,Mercedes Benz,2022,2309000000,30,Xăng
2443,Vios Toyota,Toyota,2010,178000000,10,Xăng
2444,CX 5 Mazda,Mazda,2015,498000000,72000,Xăng
2445,Sedona Kia,Kia,2018,875000000,70000,Dầu
2446,CX 5 Mazda,Mazda,2018,620000000,100000,Xăng
2447,Everest Ford,Ford,2009,257000000,103100,Dầu
2448,Alto Suzuki,Suzuki,2001,29000000,6789,Xăng
2449,3 Mazda,Mazda,2017,445000000,84000,Xăng
2450,Innova Toyota,Toyota,2018,620000000,37800,Xăng
2451,Leganza Daewoo,Daewoo,2000,42000000,3679,Xăng
2452,EcoSport Ford,Ford,2016,388000000,75000,Xăng
2453,Santa Fe Hyundai,Hyundai,2004,195000000,250000,Dầu
2454,Grand i10 Hyundai,Hyundai,2019,258000000,10110,Xăng
2455,Tourneo Ford,Ford,2019,685000000,65000,Xăng
2456,Getz Hyundai,Hyundai,2010,137000000,125142,Xăng
2457,Fortuner Toyota,Toyota,2018,800000000,95000,Xăng
2458,Lacetti Daewoo,Daewoo,2011,180000000,10000,Xăng
2459,S Class Mercedes Benz,Mercedes Benz,2020,3150000000,29000,Xăng
2460,Triton Mitsubishi,Mitsubishi,2016,435000000,90000,Dầu
2461,Xpander Mitsubishi,Mitsubishi,2020,525000000,21879,Xăng
2462,Camry Toyota,Toyota,2013,495000000,70000,Xăng
2463,K3 Kia,Kia,2015,375000000,71000,Xăng
2464,Lux SA2.0 Vinfast,Vinfast,2019,816000000,79000,Xăng
2465,EcoSport Ford,Ford,2017,395000000,47698,Xăng
2466,Vios Toyota,Toyota,2018,289000000,5000,Xăng
2467,Corolla Altis Toyota,Toyota,2011,388000000,87000,Xăng
2468,Genesis Hyundai,Hyundai,2010,388000000,60000,Xăng
2469,Innova Toyota,Toyota,2017,490000000,72000,Xăng
2470,Morning Kia,Kia,2019,333000000,30000,Xăng
2471,Rio Kia,Kia,2015,339000000,86128,Xăng
2472,Soul Kia,Kia,2009,295000000,100000,Xăng
2473,Jolie Mitsubishi,Mitsubishi,2005,89000000,2354,Xăng
2474,Sienna Toyota,Toyota,2011,1060000000,99000,Xăng
2475,Transit Ford,Ford,2017,500000000,185000,Dầu
2476,Jazz Honda,Honda,2018,455000000,41000,Xăng
2477,Rio Kia,Kia,2016,345000000,80000,Xăng
2478,Hilux Toyota,Toyota,2016,795000000,3000,Xăng
2479,Ranger Ford,Ford,2022,1135000000,10000,Dầu
2480,2 Mazda,Mazda,2019,438000000,20000,Xăng
2481,Lux SA2.0 Vinfast,Vinfast,2021,799000000,30000,Xăng
2482,C Class Mercedes Benz,Mercedes Benz,2019,1020000000,48000,Xăng
2483,Lanos Daewoo,Daewoo,2003,45000000,222222,Xăng
2484,3 Mazda,Mazda,2019,510000000,80000,Xăng
2485,K3 Kia,Kia,2015,390000000,90000,Xăng
2486,Ranger Ford,Ford,2008,168000000,16011,Xăng
2487,RX Lexus,Lexus,2009,930000000,60000,Xăng
2488,Trooper Isuzu,Isuzu,2005,105000000,15000,Xăng
2489,E Class Mercedes Benz,Mercedes Benz,2018,1390000000,33000,Xăng
2490,3 Mazda,Mazda,2016,416000000,60124,Xăng
2491,Innova Toyota,Toyota,2017,484000000,76999,Xăng
2492,7 Series BMW,BMW,2009,599000000,1,Xăng
2493,Camry Toyota,Toyota,2004,198000000,20000,Xăng
2494,Seltos Kia,Kia,2020,658000000,30000,Xăng
2495,Grand Starex Hyundai,Hyundai,2009,335000000,200000,Dầu
2496,6 Mazda,Mazda,2017,568000000,63000,Xăng
2497,Spark Chevrolet,Chevrolet,2011,130000000,87000,Xăng
2498,Hilux Toyota,Toyota,2021,665000000,19000,Dầu
2499,Grand i10 Hyundai,Hyundai,2017,245000000,68000,Xăng
2500,Corolla Toyota,Toyota,2015,438000000,6000,Xăng
2501,E Class Mercedes Benz,Mercedes Benz,2021,1720000000,25000,Xăng
2502,Spark Chevrolet,Chevrolet,2014,100000000,140000,Xăng
2503,5008 Peugeot,Peugeot,2020,915000000,30000,Xăng
2504,LX Lexus,Lexus,2010,1980000000,120000,Xăng
2505,Vios Toyota,Toyota,2019,415000000,68000,Xăng
2506,3 Mazda,Mazda,2018,525000000,45000,Xăng
2507,Hi lander Isuzu,Isuzu,2005,165000000,18000,Dầu
2508,Grand i10 Hyundai,Hyundai,2018,330000000,20000,Xăng
2509,Sorento Kia,Kia,2021,1065000000,32000,Dầu
2510,Ranger Ford,Ford,2015,420000000,80000,Dầu
2511,Santa Fe Hyundai,Hyundai,2020,889000000,350000,Xăng
2512,Grand i10 Hyundai,Hyundai,2017,345000000,61000,Xăng
2513,Seltos Kia,Kia,2021,660000000,13000,Xăng
2514,Pajero Mitsubishi,Mitsubishi,2003,112000000,15101,Xăng
2515,Fortuner Toyota,Toyota,2017,745000000,79800,Dầu
2516,CR V Honda,Honda,2019,799000000,6000,Xăng
2517,Santa Fe Hyundai,Hyundai,2008,400000000,80000,Dầu
2518,4 Runner Toyota,Toyota,2014,135000000,54464,Xăng
2519,Kona Hyundai,Hyundai,2019,556000000,42339,Xăng
2520,Innova Toyota,Toyota,2015,360000000,80000,Xăng
2521,Swift Suzuki,Suzuki,2013,330000000,10582,Xăng
2522,Innova Toyota,Toyota,2008,265000000,100000,Xăng
2523,Carnival Kia,Kia,2022,1299000000,25000,Dầu
2524,Innova Toyota,Toyota,2006,135000000,125000,Xăng
2525,Outlander Mitsubishi,Mitsubishi,2021,709000000,25000,Xăng
2526,Forester Subaru,Subaru,2013,515000000,156789,Xăng
2527,Hi lander Isuzu,Isuzu,2003,79000000,12,Dầu
2528,CX 5 Mazda,Mazda,2018,660000000,300,Xăng
2529,Swift Suzuki,Suzuki,2014,315000000,600000,Xăng
2530,Innova Toyota,Toyota,2016,445000000,97000,Xăng
2531,Santa Fe Hyundai,Hyundai,2021,1099000000,29000,Dầu
2532,Corolla Altis Toyota,Toyota,2015,465000000,13,Xăng
2533,508 Peugeot,Peugeot,2015,555000000,40000,Xăng
2534,Vios Toyota,Toyota,2020,410000000,24000,Xăng
2535,2 Mazda,Mazda,2020,409000000,39000,Xăng
2536,Innova Toyota,Toyota,2008,248000000,90000,Xăng
2537,Brio Honda,Honda,2021,375000000,39000,Xăng
2538,2008 Peugeot,Peugeot,2021,755000000,35000,Xăng
2539,Kona Hyundai,Hyundai,2018,538000000,37000,Xăng
2540,Fadil Vinfast,Vinfast,2020,310000000,48000,Xăng
2541,CX 3 Mazda,Mazda,2021,575000000,10000,Xăng
2542,Pajero Sport Mitsubishi,Mitsubishi,2021,1035000000,45000,Dầu
2543,3 Mazda,Mazda,2017,480000000,63000,Xăng
2544,Prado Toyota,Toyota,2014,1060000000,100000,Xăng
2545,3 Mazda,Mazda,2019,549000000,38000,Xăng
2546,Xpander Mitsubishi,Mitsubishi,2019,525000000,40000,Xăng
2547,E Class Mercedes Benz,Mercedes Benz,2022,2339000000,1500,Xăng
2548,Range Rover Evoque LandRover,LandRover,2012,750000000,48000,Xăng
2549,C Class Mercedes Benz,Mercedes Benz,2010,338000000,78000,Xăng
2550,Santa Fe Hyundai,Hyundai,2003,185000000,112000,Dầu
2551,Morning Kia,Kia,2010,172000000,13,Xăng
2552,Fiesta Ford,Ford,2014,312000000,55000,Xăng
2553,Vios Toyota,Toyota,2019,386000000,93000,Xăng
2554,6 Mazda,Mazda,2017,579000000,24000,Xăng
2555,Grand i10 Hyundai,Hyundai,2014,152000000,112000,Xăng
2556,Triton Mitsubishi,Mitsubishi,2019,545000000,40000,Dầu
2557,Kona Hyundai,Hyundai,2018,595000000,50000,Xăng
2558,CR V Honda,Honda,2019,815000000,53000,Xăng
2559,3 Mazda,Mazda,2019,530000000,22000,Xăng
2560,Morning Kia,Kia,2015,245000000,68000,Xăng
2561,EcoSport Ford,Ford,2017,395000000,67000,Xăng
2562,Corolla Cross Toyota,Toyota,2021,670000000,39000,Xăng
2563,CX 5 Mazda,Mazda,2018,699000000,52000,Xăng
2564,Focus Ford,Ford,2010,258000000,57000,Xăng
2565,Camry Toyota,Toyota,1994,138000000,156000,Xăng
2566,Innova Toyota,Toyota,2007,239000000,100,Xăng
2567,Aveo Chevrolet,Chevrolet,2016,215000000,130000,Xăng
2568,Attrage Mitsubishi,Mitsubishi,2015,268000000,80000,Xăng
2569,Innova Toyota,Toyota,2018,509000000,65000,Xăng
2570,C Class Mercedes Benz,Mercedes Benz,2018,1085000000,40000,Xăng
2571,Accent Hyundai,Hyundai,2014,350000000,110000,Xăng
2572,Innova Toyota,Toyota,2016,353000000,90000,Xăng
2573,Fortuner Toyota,Toyota,2017,705000000,72000,Xăng
2574,Vios Toyota,Toyota,2013,187000000,11000,Xăng
2575,Sorento Kia,Kia,2016,475000000,50000,Xăng
2576,Carnival Kia,Kia,2021,1399000000,10000,Dầu
2577,Grand i10 Hyundai,Hyundai,2014,175000000,32,Xăng
2578,CR V Honda,Honda,2020,918000000,27000,Xăng
2579,Grandis Mitsubishi,Mitsubishi,2005,268000000,90000,Xăng
2580,Innova Toyota,Toyota,2016,350000000,65000,Xăng
2581,CX 5 Mazda,Mazda,2018,646000000,56000,Xăng
2582,CX 5 Mazda,Mazda,2020,775000000,20000,Xăng
2583,VF8 Vinfast,Vinfast,2022,790000000,8000,Điện
2584,Grand i10 Hyundai,Hyundai,2020,365000000,22,Xăng
2585,Sprinter Mercedes Benz,Mercedes Benz,2008,170000000,12345,Dầu
2586,Solati Hyundai,Hyundai,2018,865000000,105000,Dầu
2587,Pajero Sport Mitsubishi,Mitsubishi,2016,450000000,80000,Dầu
2588,i30 Hyundai,Hyundai,2009,248000000,11000,Xăng
2589,ES Lexus,Lexus,2017,1479000000,50000,Xăng
2590,Cerato Kia,Kia,2016,299000000,76000,Xăng
2591,Vios Toyota,Toyota,2011,138000000,10110,Xăng
2592,City Honda,Honda,2021,496000000,11600,Xăng
2593,Everest Ford,Ford,2021,979000000,58000,Xăng
2594,Xpander Mitsubishi,Mitsubishi,2019,379000000,99999,Xăng
2595,Lux SA2.0 Vinfast,Vinfast,2021,1050000000,23000,Xăng
2596,Cerato Kia,Kia,2019,520000000,35000,Xăng
2597,Solati Hyundai,Hyundai,2017,775000000,146000,Dầu
2598,Camry Toyota,Toyota,2020,918000000,21000,Xăng
2599,Lux A2.0 Vinfast,Vinfast,2022,670000000,10000,Xăng
2600,Morning Kia,Kia,2009,100000000,15000,Xăng
2601,Q5 Audi,Audi,2012,666000000,60000,Xăng
2602,Everest Ford,Ford,2018,860000000,58000,Dầu
2603,Morning Kia,Kia,2014,199000000,100000,Xăng
2604,Cerato Kia,Kia,2018,375000000,70000,Xăng
2605,Ciaz Suzuki,Suzuki,2019,379000000,52000,Xăng
2606,626 Mazda,Mazda,2000,68000000,100000,Xăng
2607,Triton Mitsubishi,Mitsubishi,2019,440000000,50000,Dầu
2608,Accent Hyundai,Hyundai,2018,395000000,8000,Xăng
2609,K3 Kia,Kia,2021,610000000,26000,Xăng
2610,Kona Hyundai,Hyundai,2018,500000000,40000,Xăng
2611,Spark Chevrolet,Chevrolet,2009,115000000,90700,Xăng
2612,Innova Toyota,Toyota,2019,538000000,61000,Xăng
2613,6 Mazda,Mazda,2014,465000000,56800,Xăng
2614,Grand i10 Hyundai,Hyundai,2021,379000000,20000,Xăng
2615,Grand i10 Hyundai,Hyundai,2014,195000000,110000,Xăng
2616,Rio Kia,Kia,2016,369000000,70000,Xăng
2617,Grand Starex Hyundai,Hyundai,2013,515000000,10000,Dầu
2618,Accent Hyundai,Hyundai,2019,375000000,50000,Xăng
2619,Corolla Altis Toyota,Toyota,2002,132000000,69000,Xăng
2620,Vios Toyota,Toyota,2010,299000000,110000,Xăng
2621,Sedona Kia,Kia,2019,959000000,50000,Dầu
2622,6 Mazda,Mazda,2016,515000000,53000,Xăng
2623,Innova Toyota,Toyota,2006,225000000,145000,Xăng
2624,E Class Mercedes Benz,Mercedes Benz,2020,1898000000,38000,Xăng
2625,Xpander Mitsubishi,Mitsubishi,2020,518000000,67,Xăng
2626,Ranger Ford,Ford,2017,578000000,90000,Dầu
2627,Civic Honda,Honda,2012,350000000,76000,Xăng
2628,Lacetti Daewoo,Daewoo,2009,219000000,80000,Xăng
2629,3008 Peugeot,Peugeot,2022,1099999999,11000,Xăng
2630,Grand i10 Hyundai,Hyundai,2021,389000000,20000,Xăng
2631,Innova Toyota,Toyota,2016,352000000,83000,Xăng
2632,Seltos Kia,Kia,2020,646000000,11000,Xăng
2633,Accent Hyundai,Hyundai,2021,495000000,4000,Xăng
2634,E Class Mercedes Benz,Mercedes Benz,2007,252000000,156789,Xăng
2635,Sprinter Mercedes Benz,Mercedes Benz,2008,180000000,370000,Dầu
2636,Matiz Daewoo,Daewoo,2008,55000000,150000,Xăng
2637,Civic Honda,Honda,2006,222000000,120000,Xăng
2638,Fortuner Toyota,Toyota,2020,820000000,70000,Dầu
2639,2 Mazda,Mazda,2017,395000000,52100,Xăng
2640,Fortuner Toyota,Toyota,2016,620000000,100000,Dầu
2641,Avante Hyundai,Hyundai,2011,295000000,104000,Xăng
2642,Tucson Hyundai,Hyundai,2018,710000000,65000,Xăng
2643,Accent Hyundai,Hyundai,2019,348000000,38688,Xăng
2644,Transit Ford,Ford,2018,5000000,100000,Dầu
2645,Grand i10 Hyundai,Hyundai,2016,215000000,1,Xăng
2646,Cruze Chevrolet,Chevrolet,2018,330000000,62000,Xăng
2647,A4 Audi,Audi,2015,650000000,56000,Xăng
2648,CLA Class Mercedes Benz,Mercedes Benz,2015,670000000,58000,Xăng
2649,Outlander Mitsubishi,Mitsubishi,2016,570000000,118000,Xăng
2650,Innova Toyota,Toyota,2018,490000000,72000,Xăng
2651,Mondeo Ford,Ford,2003,106000000,25000,Xăng
2652,Everest Ford,Ford,2020,838000000,50300,Dầu
2653,5 Luxgen,Luxgen,2017,250000000,172000,Xăng
2654,Cerato Kia,Kia,2018,389000000,70000,Xăng
2655,Rush Toyota,Toyota,2020,535000000,53000,Xăng
2656,Seltos Kia,Kia,2021,635000000,350000,Xăng
2657,CR V Honda,Honda,2012,425000000,70000,Xăng
2658,Escape Ford,Ford,2004,120000000,150000,Xăng
2659,Ranger Ford,Ford,2015,555000000,910000,Dầu
2660,Rondo Kia,Kia,2020,555000000,40000,Xăng
2661,Accent Hyundai,Hyundai,2022,519000000,10000,Xăng
2662,Nubira Daewoo,Daewoo,2003,62000000,60000,Xăng
2663,Fortuner Toyota,Toyota,2019,855000000,45000,Xăng
2664,Vios Toyota,Toyota,2020,410000000,25000,Xăng
2665,Vios Toyota,Toyota,2006,125000000,268000,Xăng
2666,Grand i10 Hyundai,Hyundai,2016,210000000,210000,Xăng
2667,Kona Hyundai,Hyundai,2018,515000000,60000,Xăng
2668,Fortuner Toyota,Toyota,2016,570000000,132000,Dầu
2669,Kona Hyundai,Hyundai,2021,580000000,13000,Xăng
2670,Sorento Kia,Kia,2021,1046000000,39000,Dầu
2671,EcoSport Ford,Ford,2020,518000000,21000,Xăng
2672,Morning Kia,Kia,2019,309000000,25000,Xăng
2673,Tucson Hyundai,Hyundai,2019,782000000,31000,Dầu
2674,City Honda,Honda,2020,488000000,64000,Xăng
2675,Everest Ford,Ford,2008,230000000,178686,Dầu
2676,Vios Toyota,Toyota,2020,479000000,47000,Xăng
2677,Elantra Hyundai,Hyundai,2019,410000000,45,Xăng
2678,Swift Suzuki,Suzuki,2014,298000000,80000,Xăng
2679,Camry Toyota,Toyota,2014,525000000,89000,Xăng
2680,Navara Nissan,Nissan,2016,525000000,80000,Dầu
2681,Vios Toyota,Toyota,2014,285000000,89000,Xăng
2682,Celerio Suzuki,Suzuki,2018,228000000,66000,Xăng
2683,626 Mazda,Mazda,1998,73000000,21,Xăng
2684,Triton Mitsubishi,Mitsubishi,2018,435000000,70000,Dầu
2685,Kona Hyundai,Hyundai,2018,530000000,50000,Xăng
2686,Cerato Kia,Kia,2018,385000000,55000,Xăng
2687,Santa Fe Hyundai,Hyundai,2022,1169000000,16389,Xăng
2688,GL Class Mercedes Benz,Mercedes Benz,2008,640000000,103000,Xăng
2689,Celerio Suzuki,Suzuki,2018,270000000,60000,Xăng
2690,Escape Ford,Ford,2003,145000000,20000,Xăng
2691,Ranger Ford,Ford,2017,380000000,91429,Dầu
2692,Morning Kia,Kia,2019,238000000,45055,Xăng
2693,Tucson Hyundai,Hyundai,2019,725000000,59000,Xăng
2694,Fortuner Toyota,Toyota,2012,485000000,1180,Dầu
2695,Xpander Mitsubishi,Mitsubishi,2021,575000000,42000,Xăng
2696,Corolla Altis Toyota,Toyota,2018,535000000,69000,Xăng
2697,GLC Mercedes Benz,Mercedes Benz,2019,1450000000,34000,Xăng
2698,Morning Kia,Kia,2010,125000000,1000,Xăng
2699,Navara Nissan,Nissan,2019,475000000,55000,Dầu
2700,6 Mazda,Mazda,2006,220000000,13696,Xăng
2701,Pajero Sport Mitsubishi,Mitsubishi,2015,470000000,68678,Xăng
2702,Ranger Ford,Ford,2022,552000000,7000,Xăng
2703,Avante Hyundai,Hyundai,2013,239000000,99186,Xăng
2704,Navara Nissan,Nissan,2020,550000000,9000,Dầu
2705,Grand i10 Hyundai,Hyundai,2018,315000000,55000,Xăng
2706,Cerato Kia,Kia,2020,535000000,67000,Xăng
2707,Brio Honda,Honda,2020,395000000,45666,Xăng
2708,Grandis Mitsubishi,Mitsubishi,2008,330000000,100000,Xăng
2709,Vios Toyota,Toyota,2020,479000000,29000,Xăng
2710,Vios Toyota,Toyota,2022,450000000,12000,Xăng
2711,Grandis Mitsubishi,Mitsubishi,2006,205000000,112000,Xăng
2712,Fortuner Toyota,Toyota,2012,450000000,110000,Xăng
2713,Innova Toyota,Toyota,2006,165000000,12345,Xăng
2714,Ranger Ford,Ford,2018,500000000,90000,Dầu
2715,Innova Toyota,Toyota,2006,319000000,79,Xăng
2716,Yaris Toyota,Toyota,2019,525000000,45000,Xăng
2717,Elantra Hyundai,Hyundai,2016,420000000,78000,Xăng
2718,Cerato Kia,Kia,2020,555000000,30000,Xăng
2719,Accent Hyundai,Hyundai,2020,395000000,27000,Xăng
2720,2 Mazda,Mazda,2018,389000000,45000,Xăng
2721,3 Mazda,Mazda,2016,420000000,68000,Xăng
2722,Grandis Mitsubishi,Mitsubishi,2005,255000000,158000,Xăng
2723,Escape Ford,Ford,2003,113000000,256789,Xăng
2724,Xpander Mitsubishi,Mitsubishi,2022,690000000,228,Xăng
2725,Pajero Sport Mitsubishi,Mitsubishi,2016,525000000,80000,Xăng
2726,3 Mazda,Mazda,2019,530000000,58368,Xăng
2727,Camry Toyota,Toyota,2015,616000000,80000,Xăng
2728,Cruze Chevrolet,Chevrolet,2013,245000000,78000,Xăng
2729,2 Mazda,Mazda,2022,420000000,5000,Xăng
2730,Cressida Toyota,Toyota,1995,195000000,900000,Xăng
2731,Sorento Kia,Kia,2022,1075000000,3000,Dầu
2732,Captiva Chevrolet,Chevrolet,2008,205000000,91000,Xăng
2733,Spark Chevrolet,Chevrolet,2013,205000000,59000,Xăng
2734,6 Mazda,Mazda,2016,515000000,68000,Xăng
2735,CR V Honda,Honda,2021,889000000,37500,Xăng
2736,CLA Class Mercedes Benz,Mercedes Benz,2015,650000000,70000,Xăng
2737,Ranger Ford,Ford,2015,385000000,10000,Dầu
2738,Ranger Ford,Ford,2018,539000000,47389,Xăng
2739,Fortuner Toyota,Toyota,2020,820000000,96000,Dầu
2740,Fadil Vinfast,Vinfast,2022,348000000,6200,Xăng
2741,Hi lander Isuzu,Isuzu,2008,150000000,195000,Dầu
2742,Fortuner Toyota,Toyota,2013,545000000,1600,Dầu
2743,Fortuner Toyota,Toyota,2016,660000000,72000,Xăng
2744,Civic Honda,Honda,2018,540000000,54000,Xăng
2745,3 Mazda,Mazda,2019,548000000,30000,Xăng
2746,E Class Mercedes Benz,Mercedes Benz,2013,625000000,89379,Xăng
2747,Zinger Mitsubishi,Mitsubishi,2011,239000000,120000,Xăng
2748,Vito Mercedes Benz,Mercedes Benz,2014,255000000,93000,Dầu
2749,Cerato Kia,Kia,2018,479000000,50000,Xăng
2750,Grand i10 Hyundai,Hyundai,2018,255000000,80000,Xăng
2751,Sprinter Mercedes Benz,Mercedes Benz,2009,259880000,340000,Dầu
2752,Fortuner Toyota,Toyota,2021,1040000000,15000,Xăng
2753,Xpander Mitsubishi,Mitsubishi,2021,585000000,35000,Xăng
2754,Xpander Mitsubishi,Mitsubishi,2019,515000000,45000,Xăng
2755,Cerato Kia,Kia,2009,275000000,87000,Xăng
2756,Ranger Ford,Ford,2016,595000000,110000,Dầu
2757,Accent Hyundai,Hyundai,2020,485000000,38000,Xăng
2758,CX 8 Mazda,Mazda,2021,876000000,50000,Xăng
2759,Legend Acura,Acura,1987,56000000,123,Xăng
2760,Grand livina Nissan,Nissan,2012,289000000,82000,Xăng
2761,Sedona Kia,Kia,2016,690000000,600000,Dầu
2762,Genesis Hyundai,Hyundai,2011,425000000,105000,Xăng
2763,Innova Toyota,Toyota,2014,335000000,200,Xăng
2764,Corolla Altis Toyota,Toyota,2018,535000000,68000,Xăng
