Price,company,Field2_links,name,Field3_links,year,kms_driven,Field6,transmission,fuel_type,Field9,Field10,Field11,Field12,Field13,Field14
395.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,EcoSport,https://xe.chotot.com/mua-ban-oto-ford-ecosport-sdcb3cm120,2017,67000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
670.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Cross,https://xe.chotot.com/mua-ban-oto-toyota-corolla-cross-sdcb2cm1095,2021,39000,Đã sử dụng,Tự động,Xăng,Thái Lan,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
699.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2018,52000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
258.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Focus,https://xe.chotot.com/mua-ban-oto-ford-focus-sdcb3cm133,2010,57000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
138.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,1994,156000,Đã sử dụng,Tự động,Xăng,Nhật Bản,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
239.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2007,100,Đã sử dụng,Số sàn,Xăng,8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
215.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Aveo,https://xe.chotot.com/mua-ban-oto-chevrolet-aveo-sdcb4cm154,2016,130000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
268.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Attrage,https://xe.chotot.com/mua-ban-oto-mitsubishi-attrage-sdcb18cm471,2015,80000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
509.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2018,65000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
1.085.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2018,40000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2014,110000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
353.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2016,90000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
705.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2017,72000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
187.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2013,11000,Đã sử dụng,Số sàn,Xăng,Việt Nam,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
475.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Sorento,https://xe.chotot.com/mua-ban-oto-kia-sorento-sdcb1cm35,2016,50000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
877.000.000 đ,,,,,,,,,,,,,,,
1.399.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Carnival,https://xe.chotot.com/mua-ban-oto-kia-carnival-sdcb1cm5,2021,10000,Đã sử dụng,Tự động,Dầu,Việt Nam,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
205.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Captiva,https://xe.chotot.com/mua-ban-oto-chevrolet-captiva-sdcb4cm158,2007,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,,
175.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2014,32,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
918.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2020,27000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
268.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Grandis,https://xe.chotot.com/mua-ban-oto-mitsubishi-grandis-sdcb18cm481,2005,90000,Đã sử dụng,Tự động,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2016,65000,Đã sử dụng,Số sàn,Xăng,Việt Nam,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
646.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2018,56000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
775.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2020,20000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
790.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,VF8,https://xe.chotot.com/mua-ban-oto-vinfast-vf8-sdcb80cm1112,2022,8000,Đã sử dụng,Tự động,Điện,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
365.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2020,22,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
401.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2023,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
170.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,Sprinter,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sprinter-sdcb16cm459,2008,12345,Đã sử dụng,Số sàn,Dầu,Đức,16,Bảo hành hãng,> 1 tấn,> 2 tấn,
865.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Solati,https://xe.chotot.com/mua-ban-oto-hyundai-solati-sdcb5cm1081,2018,105000,Đã sử dụng,Số sàn,Dầu,Việt Nam,Minivan (MPV),16,Bảo hành hãng,> 1 tấn,> 2 tấn
450.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Pajero Sport,https://xe.chotot.com/mua-ban-oto-mitsubishi-pajero-sport-sdcb18cm1070,2016,80000,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
248.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,i30,https://xe.chotot.com/mua-ban-oto-hyundai-i30-sdcb5cm212,2009,11000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.479.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,ES,https://xe.chotot.com/mua-ban-oto-lexus-es-sdcb15cm423,2017,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
299.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2016,76000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
138.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2011,10110,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,Bảo hành hãng,> 1 tấn,> 2 tấn,
496.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2021,11600,Đã sử dụng,Tự động,Xăng,Sedan,2,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
979.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2021,58000,Đã sử dụng,Tự động,Xăng,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
379.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,99999,Đã sử dụng,Số sàn,Xăng,Ấn Độ,Minivan (MPV),5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.050.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux SA2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-sa2-0-sdcb80cm1131,2021,23000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
520.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2019,35000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
775.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Solati,https://xe.chotot.com/mua-ban-oto-hyundai-solati-sdcb5cm1081,2017,146000,Đã sử dụng,Số sàn,Dầu,Việt Nam,Minivan (MPV),16,Bảo hành hãng,> 1 tấn,> 2 tấn
918.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2020,21000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
670.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux A2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-a2-0-sdcb80cm1130,2022,10000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,4,Bảo hành hãng,> 1 tấn,> 2 tấn
100.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2009,15000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
666.000.000 đ,Audi,https://xe.chotot.com/mua-ban-oto-audi-sdcb8,Q5,https://xe.chotot.com/mua-ban-oto-audi-q5-sdcb8cm311,2012,60000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
860.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2018,58000,Đã sử dụng,Tự động,Dầu,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
199.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2014,100000,Đã sử dụng,Tự động,Xăng,Hatchback,2,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
375.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2018,70000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
379.000.000 đ,Suzuki,https://xe.chotot.com/mua-ban-oto-suzuki-sdcb22,Ciaz,https://xe.chotot.com/mua-ban-oto-suzuki-ciaz-sdcb22cm1031,2019,52000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
68.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,626,https://xe.chotot.com/mua-ban-oto-mazda-626-sdcb7cm273,2000,100000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
440.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Triton,https://xe.chotot.com/mua-ban-oto-mitsubishi-triton-sdcb18cm502,2019,50000,Đã sử dụng,Tự động,Dầu,Nhật Bản,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
395.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2018,8000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
610.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,K3,https://xe.chotot.com/mua-ban-oto-kia-k3-sdcb1cm15,2021,26000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
500.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Kona,https://xe.chotot.com/mua-ban-oto-hyundai-kona-sdcb5cm1079,2018,40000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,Bảo hành hãng,> 1 tấn,> 2 tấn,
115.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Spark,https://xe.chotot.com/mua-ban-oto-chevrolet-spark-sdcb4cm179,2009,90700,Đã sử dụng,Số sàn,Xăng,Mỹ,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
538.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2019,61000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
465.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2014,56800,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
379.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2021,20000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
195.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2014,110000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
369.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Rio,https://xe.chotot.com/mua-ban-oto-kia-rio-sdcb1cm30,2016,70000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
515.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand Starex,https://xe.chotot.com/mua-ban-oto-hyundai-grand-starex-sdcb5cm205,2013,10000,Đã sử dụng,Tự động,Dầu,Hàn Quốc,Minivan (MPV),2,Bảo hành hãng,> 1 tấn,> 2 tấn
565.000.000 đ,,,,,,,,,,,,,,,
375.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2019,50000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
132.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Altis,https://xe.chotot.com/mua-ban-oto-toyota-corolla-altis-sdcb2cm60,2002,69000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
299.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2010,110000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
959.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Sedona,https://xe.chotot.com/mua-ban-oto-kia-sedona-sdcb1cm33,2019,50000,Đã sử dụng,Tự động,Dầu,Việt Nam,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
515.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2016,53000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
225.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2006,145000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
1.898.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2020,38000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
518.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2020,67,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
578.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2017,90000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2012,76000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
219.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Lacetti,https://xe.chotot.com/mua-ban-oto-daewoo-lacetti-sdcb10cm356,2009,80000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.099.999.999 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,3008,https://xe.chotot.com/mua-ban-oto-peugeot-3008-sdcb20cm570,2022,11000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
389.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2021,20000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
352.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2016,83000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
646.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Seltos,https://xe.chotot.com/mua-ban-oto-kia-seltos-sdcb1cm1098,2020,11000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
495.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2021,4000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
252.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2007,156789,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
180.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,Sprinter,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sprinter-sdcb16cm459,2008,370000,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
55.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Matiz,https://xe.chotot.com/mua-ban-oto-daewoo-matiz-sdcb10cm361,2008,150000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
222.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2006,120000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
820.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2020,70000,Đã sử dụng,Số sàn,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
395.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,2,https://xe.chotot.com/mua-ban-oto-mazda-2-sdcb7cm267,2017,52100,Đã sử dụng,Bán tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
620.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2016,100000,Đã sử dụng,Số sàn,Dầu,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
295.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Avante,https://xe.chotot.com/mua-ban-oto-hyundai-avante-sdcb5cm189,2011,104000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
710.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Tucson,https://xe.chotot.com/mua-ban-oto-hyundai-tucson-sdcb5cm229,2018,65000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
348.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2019,38688,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
5.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Transit,https://xe.chotot.com/mua-ban-oto-ford-transit-sdcb3cm149,2018,100000,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
215.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2016,1,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
330.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Cruze,https://xe.chotot.com/mua-ban-oto-chevrolet-cruze-sdcb4cm164,2018,62000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
650.000.000 đ,Audi,https://xe.chotot.com/mua-ban-oto-audi-sdcb8,A4,https://xe.chotot.com/mua-ban-oto-audi-a4-sdcb8cm303,2015,56000,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
